2024-03-23 17:37:47,265 INFO    StreamThr :75260 [internal.py:wandb_internal():86] W&B internal server running at pid: 75260, started at: 2024-03-23 17:37:47.265152
2024-03-23 17:37:47,266 DEBUG   HandlerThread:75260 [handler.py:handle_request():146] handle_request: status
2024-03-23 17:37:47,278 INFO    WriterThread:75260 [datastore.py:open_for_write():87] open: /home/eiden/eiden/satellite/train/wandb/run-20240323_173747-wme85f69/run-wme85f69.wandb
2024-03-23 17:37:47,278 DEBUG   SenderThread:75260 [sender.py:send():378] send: header
2024-03-23 17:37:47,289 DEBUG   SenderThread:75260 [sender.py:send():378] send: run
2024-03-23 17:37:47,885 INFO    SenderThread:75260 [dir_watcher.py:__init__():211] watching files in: /home/eiden/eiden/satellite/train/wandb/run-20240323_173747-wme85f69/files
2024-03-23 17:37:47,885 INFO    SenderThread:75260 [sender.py:_start_run_threads():1099] run started: wme85f69 with start time 1711183067.273322
2024-03-23 17:37:47,887 DEBUG   HandlerThread:75260 [handler.py:handle_request():146] handle_request: check_version
2024-03-23 17:37:47,887 DEBUG   SenderThread:75260 [sender.py:send_request():405] send_request: check_version
2024-03-23 17:37:48,171 DEBUG   HandlerThread:75260 [handler.py:handle_request():146] handle_request: run_start
2024-03-23 17:37:48,191 DEBUG   HandlerThread:75260 [system_info.py:__init__():26] System info init
2024-03-23 17:37:48,191 DEBUG   HandlerThread:75260 [system_info.py:__init__():41] System info init done
2024-03-23 17:37:48,191 INFO    HandlerThread:75260 [system_monitor.py:start():194] Starting system monitor
2024-03-23 17:37:48,191 INFO    SystemMonitor:75260 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-23 17:37:48,192 INFO    HandlerThread:75260 [system_monitor.py:probe():214] Collecting system info
2024-03-23 17:37:48,192 INFO    SystemMonitor:75260 [interfaces.py:start():190] Started cpu monitoring
2024-03-23 17:37:48,193 INFO    SystemMonitor:75260 [interfaces.py:start():190] Started disk monitoring
2024-03-23 17:37:48,193 INFO    SystemMonitor:75260 [interfaces.py:start():190] Started gpu monitoring
2024-03-23 17:37:48,194 INFO    SystemMonitor:75260 [interfaces.py:start():190] Started memory monitoring
2024-03-23 17:37:48,194 INFO    SystemMonitor:75260 [interfaces.py:start():190] Started network monitoring
2024-03-23 17:37:48,214 DEBUG   HandlerThread:75260 [system_info.py:probe():150] Probing system
2024-03-23 17:37:48,217 DEBUG   HandlerThread:75260 [system_info.py:_probe_git():135] Probing git
2024-03-23 17:37:48,222 DEBUG   HandlerThread:75260 [system_info.py:_probe_git():143] Probing git done
2024-03-23 17:37:48,222 DEBUG   HandlerThread:75260 [system_info.py:probe():198] Probing system done
2024-03-23 17:37:48,222 DEBUG   HandlerThread:75260 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-101-generic-x86_64-with-glibc2.17', 'python': '3.8.18', 'heartbeatAt': '2024-03-23T08:37:48.214317', 'startedAt': '2024-03-23T08:37:47.261432', 'docker': None, 'cuda': None, 'args': ('--model', 'swinunet', '--version', 'v12', '--cuda', '0', '--ts_batch_size', '88', '--vs_batch_size', '8', '--epochs', '200', '--loss', 'bcewithlogits', '--optimizer', 'AdamW', '--learning_rate', '0.0002', '--scheduler', 'lambda', '--pretrain', 'no', '--pretrained_model', 'practice', '--error_signal', 'no', '--wandb', 'yes'), 'state': 'running', 'program': './run.py', 'codePathLocal': 'run.py', 'codePath': 'train/run.py', 'git': {'remote': 'https://github.com/dablro12/-Challenge-AI_SPARK.git', 'commit': 'a00fd9c5a1056fd95ee8a7a18baf75cad8c28e7b'}, 'email': 'dablro1232@gmail.com', 'root': '/home/eiden/eiden/satellite', 'host': 'eiden', 'username': 'eiden', 'executable': '/home/eiden/anaconda3/envs/fire/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3667.1531875, 'min': 800.0, 'max': 5150.0}, 'cpu_freq_per_core': [{'current': 3500.0, 'min': 800.0, 'max': 5100.0}, {'current': 3500.0, 'min': 800.0, 'max': 5100.0}, {'current': 3500.0, 'min': 800.0, 'max': 5100.0}, {'current': 3500.0, 'min': 800.0, 'max': 5100.0}, {'current': 3500.0, 'min': 800.0, 'max': 5300.0}, {'current': 4997.278, 'min': 800.0, 'max': 5300.0}, {'current': 3500.0, 'min': 800.0, 'max': 5100.0}, {'current': 4677.173, 'min': 800.0, 'max': 5100.0}, {'current': 3500.0, 'min': 800.0, 'max': 5100.0}, {'current': 3500.0, 'min': 800.0, 'max': 5100.0}, {'current': 3500.0, 'min': 800.0, 'max': 5100.0}, {'current': 3500.0, 'min': 800.0, 'max': 5100.0}, {'current': 3500.0, 'min': 800.0, 'max': 5300.0}, {'current': 3500.0, 'min': 800.0, 'max': 5300.0}, {'current': 3500.0, 'min': 800.0, 'max': 5100.0}, {'current': 3500.0, 'min': 800.0, 'max': 5100.0}], 'disk': {'/': {'total': 915.3232879638672, 'used': 530.7246246337891}}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 31.169639587402344}}
2024-03-23 17:37:48,222 INFO    HandlerThread:75260 [system_monitor.py:probe():224] Finished collecting system info
2024-03-23 17:37:48,222 INFO    HandlerThread:75260 [system_monitor.py:probe():227] Publishing system info
2024-03-23 17:37:48,222 DEBUG   HandlerThread:75260 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-03-23 17:37:48,886 INFO    Thread-12 :75260 [dir_watcher.py:_on_file_created():271] file/dir created: /home/eiden/eiden/satellite/train/wandb/run-20240323_173747-wme85f69/files/conda-environment.yaml
2024-03-23 17:37:50,105 DEBUG   HandlerThread:75260 [system_info.py:_save_conda():219] Saving conda packages done
2024-03-23 17:37:50,105 INFO    HandlerThread:75260 [system_monitor.py:probe():229] Finished publishing system info
2024-03-23 17:37:50,115 DEBUG   SenderThread:75260 [sender.py:send():378] send: files
2024-03-23 17:37:50,115 INFO    SenderThread:75260 [sender.py:_save_file():1365] saving file wandb-metadata.json with policy now
2024-03-23 17:37:50,175 DEBUG   HandlerThread:75260 [handler.py:handle_request():146] handle_request: python_packages
2024-03-23 17:37:50,175 DEBUG   SenderThread:75260 [sender.py:send_request():405] send_request: python_packages
2024-03-23 17:37:50,175 DEBUG   HandlerThread:75260 [handler.py:handle_request():146] handle_request: stop_status
2024-03-23 17:37:50,175 DEBUG   HandlerThread:75260 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-23 17:37:50,175 DEBUG   SenderThread:75260 [sender.py:send_request():405] send_request: stop_status
2024-03-23 17:37:50,539 DEBUG   SenderThread:75260 [sender.py:send():378] send: telemetry
2024-03-23 17:37:50,539 DEBUG   SenderThread:75260 [sender.py:send():378] send: telemetry
2024-03-23 17:37:50,539 DEBUG   SenderThread:75260 [sender.py:send():378] send: run
2024-03-23 17:37:50,748 INFO    SenderThread:75260 [sender.py:send_run():973] updated run: wme85f69
2024-03-23 17:37:50,748 DEBUG   SenderThread:75260 [sender.py:send():378] send: telemetry
2024-03-23 17:37:50,886 INFO    Thread-12 :75260 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/eiden/eiden/satellite/train/wandb/run-20240323_173747-wme85f69/files/config.yaml
2024-03-23 17:37:50,886 INFO    Thread-12 :75260 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/eiden/eiden/satellite/train/wandb/run-20240323_173747-wme85f69/files/conda-environment.yaml
2024-03-23 17:37:50,886 INFO    Thread-12 :75260 [dir_watcher.py:_on_file_created():271] file/dir created: /home/eiden/eiden/satellite/train/wandb/run-20240323_173747-wme85f69/files/wandb-metadata.json
2024-03-23 17:37:50,886 INFO    Thread-12 :75260 [dir_watcher.py:_on_file_created():271] file/dir created: /home/eiden/eiden/satellite/train/wandb/run-20240323_173747-wme85f69/files/requirements.txt
2024-03-23 17:37:50,886 INFO    Thread-12 :75260 [dir_watcher.py:_on_file_created():271] file/dir created: /home/eiden/eiden/satellite/train/wandb/run-20240323_173747-wme85f69/files/output.log
2024-03-23 17:37:50,946 INFO    wandb-upload_0:75260 [upload_job.py:push():131] Uploaded file /tmp/tmpbexwsmd9wandb/o3lsdpvt-wandb-metadata.json
2024-03-23 17:37:52,620 DEBUG   HandlerThread:75260 [handler.py:handle_request():146] handle_request: status_report
2024-03-23 17:37:52,621 DEBUG   SenderThread:75260 [sender.py:send():378] send: exit
2024-03-23 17:37:52,621 INFO    SenderThread:75260 [sender.py:send_exit():585] handling exit code: 1
2024-03-23 17:37:52,621 INFO    SenderThread:75260 [sender.py:send_exit():587] handling runtime: 4
2024-03-23 17:37:52,621 INFO    SenderThread:75260 [sender.py:_save_file():1365] saving file wandb-summary.json with policy end
2024-03-23 17:37:52,621 INFO    SenderThread:75260 [sender.py:send_exit():593] send defer
2024-03-23 17:37:52,622 DEBUG   HandlerThread:75260 [handler.py:handle_request():146] handle_request: defer
2024-03-23 17:37:52,622 INFO    HandlerThread:75260 [handler.py:handle_request_defer():172] handle defer: 0
2024-03-23 17:37:52,622 DEBUG   SenderThread:75260 [sender.py:send_request():405] send_request: defer
2024-03-23 17:37:52,622 INFO    SenderThread:75260 [sender.py:send_request_defer():609] handle sender defer: 0
2024-03-23 17:37:52,622 INFO    SenderThread:75260 [sender.py:transition_state():613] send defer: 1
2024-03-23 17:37:52,622 DEBUG   HandlerThread:75260 [handler.py:handle_request():146] handle_request: defer
2024-03-23 17:37:52,623 INFO    HandlerThread:75260 [handler.py:handle_request_defer():172] handle defer: 1
2024-03-23 17:37:52,623 DEBUG   SenderThread:75260 [sender.py:send_request():405] send_request: defer
2024-03-23 17:37:52,623 INFO    SenderThread:75260 [sender.py:send_request_defer():609] handle sender defer: 1
2024-03-23 17:37:52,623 INFO    SenderThread:75260 [sender.py:transition_state():613] send defer: 2
2024-03-23 17:37:52,623 DEBUG   HandlerThread:75260 [handler.py:handle_request():146] handle_request: defer
2024-03-23 17:37:52,623 INFO    HandlerThread:75260 [handler.py:handle_request_defer():172] handle defer: 2
2024-03-23 17:37:52,623 INFO    HandlerThread:75260 [system_monitor.py:finish():203] Stopping system monitor
